class_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312
92,0,0,18.57142857,0,2.142857143,0,23.57142857,55.71428571,0,0,57.89473684,1.973684211,0,0,34.21052632,5.921052632,0,0,0,1.973684211,40.13157895,55.26315789,0,42.10526316,0,58.39416058,2.189781022,0,0,30.65693431,4.379562044,0,0,0,0,47.44525547,42.33576642,0,41.60583942,0,49.23076923,2.307692308,0,0,27.69230769,5.384615385,0,0,0,0,44.61538462,46.15384615,0,41.53846154,10.07194245,36.69064748,46.76258993,6.474820144,0,51.18110236,2.362204724,0,0,28.34645669,3.937007874,0,0,2.362204724,2.362204724,48.03149606,37.00787402,0,45.66929134,0,14.75409836,22.13114754,22.13114754,31.96721311,9.016393443,0,51.45631068,2.912621359,0,0,31.06796117,4.854368932,0,0,2.912621359,2.912621359,40.77669903,31.06796117,0,36.89320388,49.29577465,7.746478873,2.112676056,0,5.633802817,12.67605634,13.38028169,7.042253521,2.112676056,9.154929577,4.929577465,2.142857143,55,2.142857143,0,0,22.14285714,6.428571429,0,0,0,0,37.14285714,44.28571429,0,37.14285714,0,41.30434783,2.173913043,0,0,18.11594203,2.173913043,0,0,3.623188406,0,29.71014493,68.11594203,0,23.91304348,2.040816327,2.721088435,0,0,2.040816327,2.040816327,0,0,0,0,93.87755102,0,0,4.081632653,0,6.040268456,93.95973154,0,53.84615385,2.097902098,0,0,33.56643357,2.097902098,0,0,1.398601399,0,37.06293706,30.76923077,2.097902098,29.37062937,0,61.98347107,0,0,0,25.61983471,1.652892562,0,0,0,2.479338843,41.32231405,34.7107438,0,24.79338843,2.158273381,60.43165468,2.877697842,0,2.158273381,30.21582734,2.158273381,0,0,0,0,35.97122302,32.37410072,0,28.05755396,0,55.38461538,0,0,0,23.84615385,4.615384615,0,0,0,0,37.69230769,46.92307692,0,36.15384615,64.1509434,22.64150943,3.773584906,10.37735849,8.490566038,10.38961039,50.64935065,3.896103896,26.62337662,8.441558442,2.083333333,0,0,0,5.555555556,1.388888889,1.388888889,11.11111111,2.083333333,15.97222222,8.333333333,16.66666667,4.861111111,30.55555556,6.766917293,49.62406015,41.35338346,2.255639098,20.16129032,27.41935484,34.67741935,17.74193548,8.8,29.6,58.4,3.2,1.875,58.75,1.875,0,0,25.625,5.625,0,0,0,3.75,32.5,26.25,0,25,0,9.433962264,0,0,0,30.18867925,0,0,0,5.660377358,0,33.96226415,13.20754717,0,43.39622642,0,33.8028169,0,0,0,27.46478873,0,0,0,0,0,47.88732394,7.042253521,2.112676056,10.56338028,0,60.28368794,2.127659574,0,0,29.07801418,2.127659574,0,0,0,0,39.71631206,26.95035461,2.127659574,24.82269504,4.026845638,62.41610738,25.5033557,8.053691275
93,4.026845638,49.66442953,2.013422819,1.342281879,4.026845638,0,31.54362416,7.382550336,0,0,1.418439716,0,0,0,43.26241135,0,0,0,2.127659574,0,97.87234043,34.04255319,0,4.964539007,0,1.388888889,0,0,0,68.05555556,0,0,0,0,2.083333333,82.63888889,34.02777778,0,6.25,0,3.355704698,0,0,0,73.15436242,0,0,0,0,0,5.369127517,30.20134228,0,4.697986577,89.26174497,1.342281879,4.026845638,5.369127517,0,1.449275362,0,0,0,70.28985507,0,0,0,0,2.173913043,15.2173913,21.73913043,0,6.52173913,4.761904762,5.714285714,48.57142857,2.857142857,29.52380952,8.571428571,0,2.654867257,0,0,0,14.15929204,0,0,0,0,0,87.61061947,35.39823009,2.654867257,3.539823009,0,4.575163399,0,2.614379085,0,1.960784314,11.76470588,65.35947712,9.150326797,3.921568627,2.614379085,0,1.315789474,0,0,0,75.65789474,0,0,0,0,0,3.947368421,29.60526316,0,4.605263158,0,3.086419753,0,0,0,69.13580247,0,0,0,0,0,1.851851852,29.62962963,0,5.555555556,0,0,0,0,2.958579882,0,0,0,0,0,97.04142012,0,0,0,74.83870968,3.870967742,21.29032258,0,3.164556962,0,0,0,60.12658228,0,0,0,0,0,0,40.50632911,0,7.594936709,0,0,0,0,2.419354839,22.58064516,0,0,0,0,0,66.12903226,54.03225806,0,3.225806452,0,1.315789474,0,0,0,69.73684211,0,0,0,0,0,2.631578947,27.63157895,0,5.921052632,0,1.369863014,0,0,0,73.28767123,0,0,0,2.054794521,0,1.369863014,28.76712329,0,4.794520548,37.66233766,35.06493506,9.090909091,20.77922078,5.194805195,2.173913043,74.63768116,0,10.14492754,13.04347826,1.492537313,1.492537313,0,0,0,2.985074627,11.19402985,12.68656716,8.208955224,2.23880597,15.67164179,2.23880597,1.492537313,40.29850746,65.03496504,0,5.594405594,29.37062937,33.05084746,0,5.084745763,61.86440678,88.11188811,3.496503497,3.496503497,4.895104895,0,1.910828025,0,0,0,74.52229299,0,0,0,0,1.910828025,33.75796178,31.21019108,0,3.821656051,0,0,0,0,1.863354037,55.27950311,0,0,0,0,0,51.55279503,3.105590062,0,0,1.265822785,0,0,0,0,33.5443038,0,0,0,0,1.898734177,71.51898734,4.430379747,0,0,0,1.27388535,0,0,0,66.87898089,0,0,0,0,0,1.910828025,29.93630573,1.910828025,5.732484076,18.24817518,0.729927007,5.839416058,75.18248175
94,0,21.19205298,0,2.649006623,0,0,68.87417219,5.298013245,1.986754967,20,4.666666667,4.666666667,0,0,69.33333333,0,0,0,0,0,56.66666667,28,0,1.333333333,19.31034483,6.896551724,4.827586207,0,0,67.5862069,0,0,0,0,0,53.79310345,26.20689655,0,1.379310345,2,0,1.333333333,0,0,19.33333333,0,0,0,0,0,6,78.66666667,0,16,86.18421053,0,2.631578947,11.18421053,22.22222222,2.777777778,3.472222222,0,0,59.02777778,0,0,0,0,0,53.47222222,10.41666667,0,0,1.869158879,17.75700935,29.90654206,8.411214953,17.75700935,24.29906542,23.80952381,6.666666667,3.80952381,0,0,45.71428571,0,0,0,0,0,59.04761905,9.523809524,0,7.619047619,0,10.63829787,0,2.127659574,2.127659574,8.510638298,4.964539007,17.0212766,16.31205674,2.127659574,54.60992908,1.315789474,0,1.315789474,0,0,15.78947368,0,0,0,0,0,1.973684211,75,0,14.47368421,0,0,1.27388535,0,0,15.2866242,0,0,0,0,0,1.910828025,82.1656051,0,7.006369427,3.184713376,0,0,0,0,0,0,0,0,0,96.81528662,0,0,0,62.33766234,1.948051948,35.71428571,13.7254902,0,1.307189542,0,0,22.87581699,0,0,0,0,0,69.93464052,20.91503268,0,1.307189542,14.67889908,4.587155963,4.587155963,0,0,55.96330275,0,0,0,0,0,50.4587156,40.36697248,0,4.587155963,12.02531646,0,1.265822785,0,0,21.51898734,0,0,0,0,0,57.59493671,48.73417722,0,3.164556962,0,0,0.694444444,0,0,14.58333333,0,0,0,2.083333333,0,3.472222222,78.47222222,0,17.36111111,44.28571429,38.57142857,5.714285714,8.571428571,5.714285714,0,57.14285714,0,2.142857143,40.71428571,0,0,0,0,0,0,6.164383562,6.164383562,10.95890411,1.369863014,2.739726027,0,1.369863014,71.23287671,36.87943262,0,10.63829787,52.4822695,31.19266055,0,16.51376147,52.29357798,85.61643836,0,6.164383562,8.219178082,19.74522293,4.458598726,6.369426752,0,0,50.95541401,0,0,0,0,0,34.39490446,51.59235669,0.636942675,10.1910828,3.521126761,6.338028169,1.408450704,0,0,53.52112676,0,0,0,0,0,33.8028169,6.338028169,0,3.521126761,13.7254902,3.267973856,0,0,0,44.44444444,1.307189542,0,0,0,0,54.24836601,11.11111111,0,6.535947712,17.19745223,0,1.27388535,0,0,18.47133758,0,0,0,0,0,68.78980892,13.37579618,0,1.27388535,28.47222222,0,13.88888889,57.63888889
95,0,23.77622378,0,0,0,0,50.34965035,25.87412587,0,0,7.333333333,0,0,0,23.33333333,29.33333333,0,0,0,31.33333333,94.66666667,54,3.333333333,1.333333333,0,3.968253968,3.968253968,0,0,24.6031746,40.47619048,0,0,0,37.3015873,96.03174603,38.88888889,1.587301587,3.968253968,0,1.764705882,0,0,0,0,60.58823529,0,0,0,56.47058824,5.294117647,1.764705882,7.058823529,1.764705882,82.14285714,1.19047619,0,16.66666667,0,8.163265306,0,0,0,11.2244898,27.55102041,0,0,0,31.63265306,83.67346939,11.2244898,3.06122449,5.102040816,1.851851852,11.11111111,56.48148148,6.481481481,15.74074074,8.333333333,0,12.30769231,0,0,0,4.615384615,36.92307692,0,0,0,38.46153846,44.61538462,6.153846154,3.076923077,3.076923077,3.105590062,3.726708075,0,0,0,0,20.49689441,65.83850932,1.863354037,3.105590062,3.105590062,0,1.796407186,0,0,0,0,54.49101796,0,0,0,56.28742515,13.77245509,1.19760479,7.784431138,1.796407186,0,1.851851852,1.234567901,0,0,0.617283951,15.43209877,0,0,0,6.790123457,83.33333333,0,4.320987654,1.234567901,0,1.204819277,0,0,3.614457831,3.614457831,0,0,0,0,96.38554217,1.807228916,0,1.807228916,31.41025641,0,69.87179487,0,5.625,1.25,0,1.25,2.5,12.5,1.875,0,0,2.5,83.75,0,0,1.25,0,4.724409449,0,0,0,4.724409449,59.84251969,0,0,0,39.37007874,46.45669291,3.149606299,5.511811024,3.937007874,0,3.267973856,1.307189542,0,0,1.307189542,20.26143791,0,0,0,9.150326797,78.43137255,1.960784314,1.960784314,0,0,3.50877193,0,0,0,0,59.06432749,0,0,0,56.14035088,2.923976608,1.169590643,7.01754386,0,48,38.66666667,1.333333333,8,4,0,81.20805369,0,4.697986577,14.09395973,0,0,0,0,0,0,3.333333333,3.333333333,4,3.333333333,2.666666667,2.666666667,1.333333333,79.33333333,25.74257426,4.95049505,11.88118812,57.42574257,29.41176471,1.960784314,6.862745098,61.76470588,88.82352941,0,0,11.17647059,0,3.703703704,0,0,0,4.938271605,53.08641975,0,0,0,55.55555556,59.25925926,4.320987654,4.320987654,0,14.47368421,0,2.631578947,0,0,65.78947368,1.315789474,0,0,0,0,28.28947368,2.631578947,0,3.947368421,3.846153846,0,2.564102564,0,0,57.05128205,2.564102564,0,0,0,2.564102564,35.8974359,7.051282051,1.282051282,8.333333333,0,5.625,0,0,0,4.375,14.375,1.875,0,0,4.375,82.5,0,1.875,1.25,8.759124088,2.919708029,29.9270073,58.39416058
96,4.109589041,31.50684932,0,0,0,0,57.53424658,5.479452055,1.369863014,0,3.355704698,0,0,0,13.42281879,42.28187919,0,0,0,2.013422819,90.60402685,46.97986577,0,2.013422819,0,2.205882353,0,0,0,16.17647059,58.82352941,0,0,0,16.91176471,88.23529412,42.64705882,4.411764706,2.205882353,0,0,0,0,0,1.886792453,74.8427673,0,0,1.886792453,28.93081761,35.8490566,0,0,1.886792453,50.64935065,0,0,49.35064935,0,2.608695652,0,0,0,10.43478261,62.60869565,0,0,0,16.52173913,54.7826087,13.04347826,0,2.608695652,0,25.45454545,44.54545455,7.272727273,10,12.72727273,0,0,0,0,0,5.882352941,52.94117647,0,0,0,10.58823529,64.70588235,3.529411765,3.529411765,3.529411765,2,2,0,29.33333333,4,8,18,30.66666667,4,0,15.33333333,0,1.298701299,0,0,0,0,68.83116883,0,0,0,23.37662338,63.63636364,0,0,0,0,0,0,0,0,1.863354037,11.80124224,0,0,0,1.863354037,92.54658385,0,0,0,0,6.25,0,5,0,0,0,0,0,1.875,90,0,3.75,0,74.50980392,0,25.49019608,0,0,0,0,0,1.863354037,47.20496894,0,0,0,24.8447205,42.85714286,0,1.242236025,0,0,0,0,0,0,5.737704918,46.72131148,0,0,0,2.459016393,77.04918033,9.016393443,0,2.459016393,0,0,0,0,0,5.487804878,60.97560976,0,0,0,25,37.80487805,0,1.219512195,3.658536585,0,1.851851852,0,0,0,1.851851852,75.30864198,0,0,0,28.39506173,1.851851852,0,0,0,50,47.56097561,0,2.43902439,2.43902439,0,82.3943662,0,7.042253521,10.56338028,0,0,0,0,0,0.67114094,2.684563758,6.040268456,2.013422819,2.013422819,0.67114094,2.013422819,4.697986577,79.19463087,51.72413793,0,5.172413793,43.10344828,58.62068966,0,2.586206897,38.79310345,87.01298701,0,1.948051948,11.03896104,0,1.818181818,0,0,0,3.636363636,75.15151515,0,0,1.818181818,29.09090909,56.36363636,8.484848485,1.212121212,1.818181818,3.472222222,1.388888889,0,0,0,65.27777778,6.25,0,0,0,2.083333333,26.38888889,0,0,8.333333333,3.773584906,0,0,0,3.144654088,16.35220126,0,0,0,5.660377358,11.94968553,60.37735849,4.402515723,4.402515723,1.257861635,0,0,0,0,0,0,47.56097561,0,0,0,27.43902439,37.19512195,0,1.829268293,1.829268293,6.293706294,0.699300699,27.97202797,65.03496504
97,5.147058824,11.76470588,4.411764706,0,0,0,72.79411765,5.882352941,0,0,15.50387597,0,0,20.15503876,26.35658915,6.201550388,0,0,0,11.62790698,80.62015504,33.33333333,10.07751938,13.17829457,0,11.20689655,1.724137931,0,27.5862069,19.82758621,9.482758621,1.724137931,0,0,23.27586207,83.62068966,21.55172414,9.482758621,6.034482759,0,10.34482759,0,0,30.34482759,1.379310345,17.24137931,0,0,0,28.27586207,21.37931034,2.068965517,20,2.068965517,67.94871795,1.282051282,1.923076923,28.84615385,0,9.345794393,2.803738318,0,14.01869159,18.69158879,7.476635514,2.803738318,0,0,11.21495327,70.09345794,3.738317757,4.672897196,3.738317757,3.157894737,18.94736842,35.78947368,7.368421053,29.47368421,5.263157895,0,9.638554217,0,0,25.30120482,9.638554217,12.04819277,0,0,0,9.638554217,46.98795181,0,10.84337349,3.614457831,4.081632653,8.843537415,0,2.040816327,0,8.843537415,22.44897959,52.38095238,5.442176871,0,3.401360544,0,8.965517241,0,0,22.75862069,0.689655172,14.48275862,0,0,0,27.5862069,42.06896552,0,17.24137931,4.827586207,0,3.205128205,0,0,3.846153846,1.282051282,10.8974359,0,0,0,3.205128205,85.25641026,1.923076923,2.564102564,1.923076923,0,0,0,0,1.960784314,1.960784314,0,0,0,0,100,0,0,1.960784314,38.19444444,0,62.5,0,1.923076923,0,0,0,2.564102564,13.46153846,1.923076923,0,0,1.923076923,84.61538462,1.923076923,0,3.205128205,0,7.272727273,0,0,0.909090909,14.54545455,12.72727273,0,0,0,1.818181818,76.36363636,2.727272727,5.454545455,1.818181818,0,4.761904762,0,0,2.040816327,0,12.24489796,4.081632653,0,0,4.081632653,81.63265306,0,4.081632653,3.401360544,0,10.2739726,0,0,24.65753425,3.424657534,17.12328767,0,0,0,28.08219178,10.2739726,2.739726027,19.8630137,5.479452055,56.94444444,30.55555556,9.722222222,1.388888889,4.166666667,2.158273381,76.25899281,0,8.633093525,12.94964029,0,2.083333333,0,0,3.472222222,1.388888889,2.777777778,2.083333333,11.80555556,2.777777778,2.083333333,2.083333333,3.472222222,65.97222222,49.53271028,2.803738318,6.542056075,41.12149533,65.38461538,0,11.53846154,23.07692308,82.1192053,1.324503311,3.311258278,13.24503311,0,7.432432432,1.351351351,0,24.32432432,4.054054054,18.24324324,2.027027027,0,0,28.37837838,64.18918919,4.054054054,12.83783784,8.783783784,5.298013245,3.311258278,0,0,0,59.60264901,0,0,0,0,0,35.7615894,4.635761589,0,1.324503311,1.418439716,0,2.127659574,0,0,36.17021277,2.127659574,0,0,0,2.127659574,64.53900709,7.092198582,0,0,0,3.246753247,0,0,1.948051948,0,10.38961039,1.948051948,0,0,1.948051948,83.11688312,1.948051948,0,4.545454545,7.5,0.833333333,30.83333333,60.83333333
98,2.013422819,27.51677852,0,0,2.013422819,0,60.40268456,8.053691275,0,2.325581395,6.976744186,0,0,0,20.15503876,40.31007752,0,0,0,0,83.72093023,57.36434109,0,10.07751938,2.4,5.6,1.6,0,0,14.4,48.8,0,0,0,0,76,58.4,0,11.2,1.923076923,0,0,0,0,1.923076923,95.51282051,1.282051282,0,0,3.205128205,50,1.923076923,0,0,47.13375796,0,5.095541401,47.77070064,0.970873786,2.912621359,0,0,0,8.737864078,29.12621359,0,0,0,0,82.52427184,10.67961165,0,9.708737864,0,20.75471698,48.11320755,5.660377358,16.98113208,8.490566038,4.166666667,2.777777778,0,0,0,13.88888889,56.94444444,2.777777778,0,0,2.777777778,45.83333333,5.555555556,0,2.777777778,2.173913043,8.695652174,0,2.173913043,0,15.2173913,6.52173913,58.69565217,5.797101449,0,2.898550725,1.973684211,1.973684211,0,0,0,2.631578947,63.15789474,1.315789474,0,0,0,67.76315789,0,0,0,1.960784314,1.307189542,0,0,0,4.575163399,10.45751634,0,0,0,1.960784314,89.54248366,0,0,1.307189542,0,0,0,0,0,0,0,0,0,0,100,0,0,0,57.85714286,0,42.14285714,1.973684211,2.631578947,2.631578947,0,0,5.263157895,9.868421053,1.973684211,0,0,1.973684211,89.47368421,0,0,1.315789474,2.521008403,6.722689076,0,0,0,5.042016807,74.78991597,3.361344538,0,0,0,63.02521008,5.042016807,0,2.521008403,2.027027027,1.351351351,2.702702703,0,0,6.756756757,14.86486486,2.027027027,0.675675676,0,2.027027027,81.75675676,0,0,8.108108108,0.64516129,0,0,0,0,1.935483871,97.41935484,1.290322581,0,0,3.225806452,16.77419355,0.64516129,0,1.935483871,53.84615385,26.92307692,6.41025641,8.974358974,3.846153846,0,72.26277372,0,2.919708029,24.81751825,0,0,0,2.222222222,0,2.962962963,4.444444444,8.888888889,0,3.703703704,11.85185185,4.444444444,2.962962963,58.51851852,38.61386139,1.98019802,20.79207921,38.61386139,21.69811321,0,10.37735849,67.9245283,61.14649682,0,0,38.85350318,1.910828025,5.095541401,0,0,0,7.643312102,93.63057325,1.27388535,0,0,3.821656051,71.33757962,7.643312102,0,3.821656051,6.711409396,0,0,0,0,81.87919463,0,0,0,0,0,14.09395973,4.697986577,0,0,4.605263158,0,3.289473684,0,0,29.60526316,2.631578947,0,0,0,0,76.97368421,8.552631579,0,0,0.653594771,5.22875817,3.267973856,0,0,3.921568627,16.99346405,3.921568627,0,0,1.960784314,84.96732026,0,0,3.921568627,4.8,8,21.6,65.6
99,0,0,0,1.324503311,0,0,78.14569536,20.52980132,0,0,36.23188406,2.173913043,0,0,16.66666667,11.5942029,28.26086957,5.797101449,0,0,5.072463768,4.347826087,0,31.15942029,0,38.4057971,0,0,0,22.46376812,5.072463768,25.36231884,5.797101449,0,0,6.52173913,1.449275362,0,36.23188406,0,11.18421053,1.315789474,0,0,16.44736842,3.947368421,4.605263158,1.315789474,1.315789474,0,53.94736842,73.68421053,0,15.13157895,6.535947712,22.22222222,49.67320261,21.56862745,0,40,0,0,0,14.61538462,3.076923077,26.15384615,6.153846154,0,0,3.846153846,2.307692308,0,33.07692308,0,5.426356589,51.1627907,8.527131783,25.58139535,9.302325581,0,36.36363636,2.479338843,0,0,14.87603306,6.611570248,32.23140496,9.090909091,0,1.652892562,0,0,0,25.61983471,2.75862069,11.72413793,3.448275862,0,0,7.586206897,43.44827586,6.896551724,8.275862069,25.51724138,2.75862069,0,9.333333333,1.333333333,0,0,18,6,2.666666667,2.666666667,0,0,58.66666667,70,0,12,0,10.71428571,0,0,0,15,4.285714286,2.142857143,0,0,0,31.42857143,66.42857143,2.142857143,15.71428571,0,3.03030303,0,0,0,0,0,0,0,0,96.96969697,1.212121212,0,0,20.80536913,0,79.19463087,0,43.97163121,0,0,0,13.47517731,2.127659574,7.092198582,1.418439716,0,7.092198582,33.33333333,3.546099291,0,44.68085106,0,27.34375,2.34375,0,0,14.84375,6.25,27.34375,7.03125,0,1.5625,6.25,8.59375,0,28.125,0,35.25179856,0,0,0,20.14388489,4.316546763,17.98561151,5.035971223,0,0,6.474820144,12.23021583,0,41.00719424,0,10.13513514,1.351351351,0,0,19.59459459,4.054054054,2.702702703,1.351351351,1.351351351,0,49.32432432,70.27027027,0,13.51351351,55.17241379,44.82758621,0,5.747126437,3.448275862,0,52.77777778,2.083333333,0,45.13888889,0,0,0,0,0,0.689655172,3.448275862,4.827586207,0,1.379310345,3.448275862,1.379310345,3.448275862,81.37931034,72.65625,0,11.71875,15.625,67.44186047,0,3.875968992,28.68217054,14.74358974,19.23076923,46.79487179,19.23076923,0,36.84210526,1.973684211,1.973684211,0,17.76315789,7.236842105,24.34210526,5.263157895,0,0.657894737,24.34210526,31.57894737,0,30.26315789,0,6.617647059,0,0,4.411764706,8.088235294,2.205882353,0,0,13.23529412,36.76470588,1.470588235,2.205882353,3.676470588,39.70588235,0,16.78832117,0,0,0,26.27737226,5.839416058,0,1.459854015,6.569343066,4.379562044,15.32846715,3.649635037,0,45.98540146,0,35,0,0,0,14.28571429,4.285714286,8.571428571,1.428571429,0,8.571428571,27.14285714,4.285714286,1.428571429,49.28571429,62.79069767,0.775193798,11.62790698,24.80620155
100,29.45205479,3.424657534,0,1.369863014,18.49315068,11.64383562,5.479452055,6.164383562,23.97260274,1.481481481,36.2962963,2.222222222,2.222222222,0,40.74074074,2.222222222,0,0,0,2.222222222,25.18518519,13.33333333,2.222222222,31.85185185,1.503759399,35.33834586,2.255639098,0,0,42.85714286,2.255639098,0,0,0,0,19.54887218,21.05263158,2.255639098,28.57142857,0,21.18644068,2.542372881,2.542372881,0,16.94915254,0,0,0,0,0,23.72881356,30.50847458,2.542372881,26.27118644,42.37288136,5.93220339,16.94915254,34.74576271,0,26.31578947,2.631578947,2.631578947,0,39.47368421,2.631578947,0,2.631578947,0,0,28.07017544,15.78947368,2.631578947,23.68421053,2.127659574,24.46808511,12.76595745,18.08510638,11.70212766,30.85106383,2.409638554,30.12048193,0,0,0,42.1686747,6.024096386,0,0,0,1.204819277,12.04819277,12.04819277,3.614457831,27.71084337,4.032258065,2.419354839,9.677419355,22.58064516,8.064516129,1.612903226,9.677419355,22.58064516,6.451612903,10.48387097,7.258064516,0,32.5203252,0,0,0,17.88617886,2.43902439,0,0,0,0,28.45528455,40.6504065,2.43902439,23.57723577,0,25.40983607,0,0,0,17.21311475,3.278688525,0,0,0,2.459016393,17.21311475,34.42622951,4.098360656,20.49180328,2.307692308,2.307692308,0,2.307692308,7.692307692,0,0,0,2.307692308,0,74.61538462,7.692307692,1.538461538,6.153846154,3.773584906,94.33962264,1.886792453,2.23880597,23.88059701,0,0,0,17.1641791,11.94029851,0,0,0,2.23880597,4.47761194,26.86567164,2.23880597,25.37313433,0,33.33333333,0,0,0,39.39393939,2.02020202,0,0,0,4.04040404,20.2020202,10.1010101,3.03030303,20.2020202,0,32.53968254,0,0,0,11.11111111,2.380952381,0,2.380952381,0,0,7.936507937,33.33333333,2.380952381,24.6031746,0,22.88135593,0,0,0,19.49152542,0,0,0,2.542372881,0,25.42372881,31.3559322,2.542372881,22.03389831,41.25,10,15,18.75,22.5,25.92592593,3.703703704,47.40740741,22.22222222,0.740740741,7.913669065,5.755395683,37.41007194,30.21582734,0,7.194244604,0,2.158273381,0,1.438848921,0,2.877697842,2.877697842,2.158273381,45.04504505,1.801801802,22.52252252,30.63063063,46.39175258,4.12371134,16.49484536,32.98969072,62.83185841,7.96460177,21.23893805,7.96460177,1.342281879,38.9261745,2.013422819,2.013422819,0,42.95302013,2.013422819,0,0,0,3.355704698,24.83221477,41.61073826,2.013422819,36.91275168,0,9.448818898,0,0,0,45.66929134,1.57480315,0,0,0,2.362204724,26.77165354,6.299212598,3.937007874,17.32283465,0,15.17241379,1.379310345,0,0,31.03448276,7.586206897,1.379310345,0,0,11.03448276,29.65517241,15.17241379,13.10344828,26.89655172,0,23.88059701,0,0,0,11.94029851,11.94029851,0,0,0,4.47761194,5.970149254,33.58208955,5.223880597,28.35820896,53.27868852,6.557377049,14.75409836,25.40983607
101,18.11023622,12.5984252,0,9.448818898,14.17322835,13.38582677,0,0,32.28346457,0,4.6875,0,0,0,5.46875,2.34375,0,0,0,0,28.125,96.09375,0,1.5625,0,1.666666667,0,0,0,5.833333333,0,0,0,0,0,10,93.33333333,0,2.5,0,0,0,0,0,0,2.608695652,0,0,0,0,2.608695652,90.43478261,0,8.695652174,97.52066116,2.479338843,0,0,0,0,0,0,0,4.098360656,2.459016393,0,0,0,2.459016393,0,90.98360656,0,4.098360656,5.454545455,7.272727273,10.90909091,38.18181818,18.18181818,20,0,1.098901099,0,0,0,0,0,0,0,0,0,0,95.6043956,0,6.593406593,0,0,17.54385965,21.05263158,0,0,3.50877193,47.36842105,14.9122807,8.771929825,0,0,0,0,0,0,2.362204724,2.362204724,0,0,0,0,0,88.97637795,2.362204724,6.299212598,0,1.515151515,0,0,0,0,3.787878788,0,0,0,3.787878788,2.272727273,90.90909091,0,3.787878788,2.521008403,4.201680672,0,6.722689076,0,19.32773109,0,0,0,0,76.47058824,10.08403361,0,2.521008403,2.205882353,97.79411765,0,0,0,0,0,0,2.255639098,2.255639098,0,0,0,2.255639098,0,93.23308271,0,3.759398496,0,1.136363636,0,0,0,3.409090909,0,0,0,0,0,5.681818182,90.90909091,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,92.1875,0,7.8125,0,0,0,0,0,4.672897196,2.803738318,0,0,0,0,0,86.91588785,0.934579439,7.476635514,7.407407407,18.51851852,9.87654321,29.62962963,40.74074074,22.90076336,0,64.88549618,12.21374046,0,4.651162791,4.651162791,47.28682171,34.88372093,0,6.201550388,0,0,0,0,0,2.325581395,0,0,97.43589744,2.564102564,0,0,89.41176471,3.529411765,4.705882353,2.352941176,97.11538462,0,2.884615385,0,0,2.836879433,0,0,0,1.418439716,2.127659574,0,0,0,0,7.092198582,96.45390071,0,9.929078014,0,2.816901408,0,0,0,4.225352113,11.26760563,0,0,2.816901408,56.33802817,0,15.49295775,0,22.53521127,0,4.651162791,0,0,2.325581395,4.651162791,25.58139535,0,0,7.751937985,34.88372093,3.875968992,6.976744186,15.50387597,39.53488372,0,1.470588235,0,0,0,2.205882353,0,0,0,0,2.205882353,0,91.91176471,0,5.882352941,58.33333333,2.5,1.666666667,37.5
